ligando,reparado,atomos_smiles,atomos_preparado,motivo
CHEMBL507081,1,68,68,ya estaba
CHEMBL507117,1,45,45,ya estaba
CHEMBL507141,1,17,17,ya estaba
CHEMBL507157,1,33,33,ya estaba
CHEMBL507160,1,24,24,ya estaba
CHEMBL507178,1,59,59,ya estaba
CHEMBL507187,1,41,41,ya estaba
CHEMBL507191,1,63,63,ya estaba
CHEMBL507210,1,42,42,ya estaba
CHEMBL507213,1,26,26,ya estaba
CHEMBL507214,1,74,74,ya estaba
CHEMBL507228,1,48,48,ya estaba
CHEMBL507231,1,29,29,ya estaba
CHEMBL507250,1,68,68,ya estaba
CHEMBL507266,1,77,77,ya estaba
CHEMBL507273,1,72,72,ya estaba
CHEMBL507301,1,106,106,ya estaba
CHEMBL507308,1,67,67,ya estaba
CHEMBL507336,1,94,94,ya estaba
CHEMBL507406,1,82,82,ya estaba
CHEMBL507417,1,17,17,ya estaba
CHEMBL507441,1,18,18,ya estaba
CHEMBL507458,1,40,40,ya estaba
CHEMBL507468,1,64,64,ya estaba
CHEMBL507470,1,97,97,ya estaba
CHEMBL507519,1,43,43,ya estaba
CHEMBL507589,1,53,53,ya estaba
CHEMBL507602,1,33,33,ya estaba
CHEMBL507608,1,44,44,ya estaba
CHEMBL507647,1,67,67,ya estaba
CHEMBL507673,1,43,43,ya estaba
CHEMBL507675,1,38,38,ya estaba
CHEMBL507685,1,66,66,ya estaba
CHEMBL507715,1,15,15,ya estaba
CHEMBL507717,1,66,66,ya estaba
CHEMBL507738,1,22,22,ya estaba
CHEMBL507739,1,45,45,ya estaba
CHEMBL507742,1,77,77,ya estaba
CHEMBL507745,1,29,29,ya estaba
CHEMBL507752,1,35,35,ya estaba
CHEMBL507753,1,23,23,ya estaba
CHEMBL507757,1,76,76,ya estaba
CHEMBL507763,1,29,29,ya estaba
CHEMBL507772,1,37,37,ya estaba
CHEMBL507778,1,45,45,ya estaba
CHEMBL507786,1,31,31,ya estaba
CHEMBL507792,1,48,48,ya estaba
CHEMBL507798,1,76,76,ya estaba
CHEMBL507816,1,34,34,ya estaba
CHEMBL507833,1,18,18,ya estaba
CHEMBL507856,1,26,26,ya estaba
CHEMBL507858,1,47,47,ya estaba
CHEMBL507859,1,62,62,ya estaba
CHEMBL507863,1,59,59,ya estaba
CHEMBL507865,0,51,51,tipos no validos: {'Si': 1}
CHEMBL507887,1,58,58,ya estaba
CHEMBL507892,1,53,53,ya estaba
CHEMBL507907,1,85,85,ya estaba
CHEMBL507923,1,71,71,ya estaba
CHEMBL507933,1,43,43,ya estaba
CHEMBL507980,1,29,29,ya estaba
CHEMBL507985,1,24,24,ya estaba
CHEMBL507995,1,24,24,ya estaba
CHEMBL508017,1,51,51,ya estaba
CHEMBL508034,1,17,17,ya estaba
CHEMBL508037,1,60,60,ya estaba
CHEMBL508049,1,43,43,ya estaba
CHEMBL508054,1,27,27,ya estaba
CHEMBL508061,1,56,56,ya estaba
CHEMBL508145,1,68,68,ya estaba
CHEMBL508170,1,32,32,ya estaba
CHEMBL508172,1,38,38,ya estaba
CHEMBL508207,1,34,34,ya estaba
CHEMBL508223,1,43,43,ya estaba
CHEMBL508232,1,43,43,ya estaba
CHEMBL508234,1,71,71,ya estaba
CHEMBL508254,1,53,53,ya estaba
CHEMBL508263,1,30,30,ya estaba
CHEMBL508272,1,73,73,ya estaba
CHEMBL508289,1,42,42,ya estaba
CHEMBL508310,1,62,62,ya estaba
CHEMBL508318,1,42,42,ya estaba
CHEMBL508345,1,60,60,ya estaba
CHEMBL508360,1,74,74,ya estaba
CHEMBL508383,1,81,81,ya estaba
CHEMBL508418,1,34,34,ya estaba
CHEMBL508426,1,47,47,ya estaba
CHEMBL508446,0,51,51,tipos no validos: {'Si': 1}
CHEMBL508460,1,41,41,ya estaba
CHEMBL508470,1,37,37,ya estaba
CHEMBL508484,1,64,64,ya estaba
CHEMBL508498,1,62,62,ya estaba
CHEMBL508522,1,36,36,ya estaba
CHEMBL508569,1,109,109,ya estaba
CHEMBL508581,1,44,44,ya estaba
CHEMBL508639,1,18,18,ya estaba
CHEMBL508640,1,17,17,ya estaba
CHEMBL508660,1,85,85,ya estaba
CHEMBL508677,1,43,43,ya estaba
CHEMBL508688,1,61,61,ya estaba
CHEMBL508689,1,41,41,ya estaba
CHEMBL508741,1,25,25,ya estaba
CHEMBL508743,1,38,38,ya estaba
CHEMBL508745,1,51,51,ya estaba
CHEMBL508757,1,63,63,ya estaba
CHEMBL508830,1,51,51,ya estaba
CHEMBL508884,1,38,38,ya estaba
CHEMBL508889,1,16,16,ya estaba
CHEMBL508912,1,49,49,ya estaba
CHEMBL508926,1,67,67,ya estaba
CHEMBL508944,1,70,70,ya estaba
CHEMBL508956,1,21,21,ya estaba
CHEMBL508957,1,47,47,ya estaba
CHEMBL508971,1,29,29,ya estaba
CHEMBL508980,1,50,50,ya estaba
CHEMBL509008,1,41,41,ya estaba
CHEMBL509009,1,79,79,ya estaba
CHEMBL509024,1,47,47,ya estaba
CHEMBL509042,1,82,82,ya estaba
CHEMBL509043,1,41,41,ya estaba
CHEMBL509105,1,52,52,ya estaba
CHEMBL509111,1,67,67,ya estaba
CHEMBL509120,1,34,34,ya estaba
CHEMBL509128,1,51,51,ya estaba
CHEMBL509130,1,26,26,ya estaba
CHEMBL509147,1,26,26,ya estaba
CHEMBL509159,1,19,19,ya estaba
CHEMBL509162,1,71,71,ya estaba
CHEMBL509174,1,25,25,ya estaba
CHEMBL509178,1,21,21,ya estaba
CHEMBL509201,1,44,44,ya estaba
CHEMBL509209,1,56,56,ya estaba
CHEMBL509211,1,42,42,ya estaba
CHEMBL509212,1,18,18,ya estaba
CHEMBL509215,1,50,50,ya estaba
CHEMBL509217,1,32,32,ya estaba
CHEMBL509227,1,45,45,ya estaba
CHEMBL509235,1,44,44,ya estaba
CHEMBL509244,1,39,39,ya estaba
CHEMBL509275,1,60,60,ya estaba
CHEMBL509284,1,68,68,ya estaba
CHEMBL509287,1,57,57,ya estaba
CHEMBL509321,1,41,41,ya estaba
CHEMBL509341,1,99,99,ya estaba
CHEMBL509351,1,42,42,ya estaba
CHEMBL509364,1,72,72,ya estaba
CHEMBL509371,1,26,26,ya estaba
CHEMBL509380,1,23,23,ya estaba
CHEMBL509396,1,28,28,ya estaba
CHEMBL509404,1,17,17,ya estaba
CHEMBL509415,1,25,25,ya estaba
CHEMBL509416,1,30,30,ya estaba
CHEMBL509420,1,72,72,ya estaba
CHEMBL509427,1,44,44,ya estaba
CHEMBL509444,1,60,60,ya estaba
CHEMBL509462,1,40,40,ya estaba
CHEMBL509463,1,52,52,ya estaba
CHEMBL509470,1,52,52,ya estaba
CHEMBL509477,1,42,42,ya estaba
CHEMBL509479,1,43,43,ya estaba
CHEMBL509482,1,26,26,ya estaba
CHEMBL509483,1,22,22,ya estaba
CHEMBL509489,1,40,40,ya estaba
CHEMBL509506,1,21,21,ya estaba
CHEMBL509507,1,58,58,ya estaba
CHEMBL509518,1,44,44,ya estaba
CHEMBL509524,1,57,57,ya estaba
CHEMBL509526,1,43,43,ya estaba
CHEMBL509527,1,51,51,ya estaba
CHEMBL509532,1,106,106,ya estaba
CHEMBL509536,1,44,44,ya estaba
CHEMBL509562,1,56,56,ya estaba
CHEMBL509566,1,15,15,ya estaba
CHEMBL509583,1,41,41,ya estaba
CHEMBL509590,1,17,17,ya estaba
CHEMBL509591,1,18,18,ya estaba
CHEMBL509596,1,38,38,ya estaba
CHEMBL509605,1,52,52,ya estaba
CHEMBL509616,1,24,24,ya estaba
CHEMBL509634,1,27,27,ya estaba
CHEMBL509641,1,18,18,ya estaba
CHEMBL509658,1,49,49,ya estaba
CHEMBL509674,1,84,84,ya estaba
CHEMBL509706,1,24,24,ya estaba
CHEMBL509723,1,70,70,ya estaba
CHEMBL509742,1,37,37,ya estaba
CHEMBL509764,1,53,53,ya estaba
CHEMBL509765,1,80,80,ya estaba
CHEMBL509773,1,42,42,ya estaba
CHEMBL509792,1,73,73,ya estaba
CHEMBL509802,1,48,48,ya estaba
CHEMBL509803,1,45,45,ya estaba
CHEMBL509805,1,15,15,ya estaba
CHEMBL509807,1,40,40,ya estaba
CHEMBL509814,1,50,50,ya estaba
CHEMBL509837,1,71,71,ya estaba
CHEMBL509855,1,45,45,ya estaba
CHEMBL509870,1,57,57,ya estaba
CHEMBL509883,1,25,25,ya estaba
CHEMBL509887,1,49,49,ya estaba
CHEMBL509888,1,52,52,ya estaba
CHEMBL509897,1,62,62,ya estaba
CHEMBL509909,1,16,16,ya estaba
CHEMBL509912,1,29,29,ya estaba
CHEMBL509926,1,68,68,ya estaba
CHEMBL509933,1,68,68,ya estaba
CHEMBL509934,1,55,55,ya estaba
CHEMBL509935,1,22,22,ya estaba
CHEMBL509936,1,17,17,ya estaba
CHEMBL509938,1,52,52,ya estaba
CHEMBL509942,1,40,40,ya estaba
CHEMBL509960,1,33,33,ya estaba
CHEMBL509981,1,102,102,
CHEMBL509999,1,45,45,ya estaba
CHEMBL510000,1,48,48,ya estaba
CHEMBL510018,1,92,92,ya estaba
CHEMBL510022,1,45,45,ya estaba
CHEMBL510034,1,60,60,ya estaba
CHEMBL510053,1,57,57,ya estaba
CHEMBL510064,1,103,103,
CHEMBL510073,1,26,26,ya estaba
CHEMBL510119,1,26,26,ya estaba
CHEMBL510128,1,41,41,ya estaba
CHEMBL510129,1,49,49,ya estaba
CHEMBL510135,1,54,54,ya estaba
CHEMBL510147,1,68,68,ya estaba
CHEMBL510158,1,20,20,ya estaba
CHEMBL510169,1,31,31,ya estaba
CHEMBL510185,1,45,45,ya estaba
CHEMBL510203,1,23,23,ya estaba
CHEMBL510206,1,103,103,ya estaba
CHEMBL510254,1,21,21,ya estaba
CHEMBL510268,1,44,44,ya estaba
CHEMBL510273,1,44,44,ya estaba
CHEMBL510284,1,55,55,ya estaba
CHEMBL510311,1,61,61,ya estaba
CHEMBL510331,1,52,52,ya estaba
CHEMBL510375,1,31,31,ya estaba
CHEMBL510389,1,84,84,ya estaba
CHEMBL510400,1,57,57,ya estaba
CHEMBL510403,1,23,23,ya estaba
CHEMBL510408,1,38,38,ya estaba
CHEMBL510416,1,52,52,ya estaba
CHEMBL510424,1,44,44,ya estaba
CHEMBL510452,1,69,69,ya estaba
CHEMBL510494,1,42,42,ya estaba
CHEMBL510500,1,42,42,ya estaba
CHEMBL510519,1,113,113,ya estaba
CHEMBL510525,1,21,21,ya estaba
CHEMBL510550,1,79,79,ya estaba
CHEMBL510568,1,26,26,ya estaba
CHEMBL510572,1,32,32,ya estaba
CHEMBL510575,1,42,42,ya estaba
CHEMBL510576,1,53,53,ya estaba
CHEMBL510577,1,60,60,ya estaba
CHEMBL510579,1,43,43,ya estaba
CHEMBL510584,1,34,34,ya estaba
CHEMBL510585,1,40,40,ya estaba
CHEMBL510586,1,42,42,ya estaba
CHEMBL510602,1,66,66,ya estaba
CHEMBL510608,1,38,38,ya estaba
CHEMBL510609,1,65,65,ya estaba
CHEMBL510612,1,44,44,ya estaba
CHEMBL510614,1,43,43,ya estaba
CHEMBL510618,1,80,80,ya estaba
CHEMBL510621,1,109,109,ya estaba
CHEMBL510632,1,58,58,ya estaba
CHEMBL510644,1,25,25,ya estaba
CHEMBL510650,1,77,77,ya estaba
CHEMBL510651,1,39,39,ya estaba
CHEMBL510681,1,51,51,ya estaba
CHEMBL510686,1,62,62,ya estaba
CHEMBL510705,1,50,50,ya estaba
CHEMBL510730,1,52,52,ya estaba
CHEMBL510762,1,69,69,ya estaba
CHEMBL510777,1,24,24,ya estaba
CHEMBL510782,1,47,47,ya estaba
CHEMBL510794,1,65,65,ya estaba
CHEMBL510806,1,71,71,ya estaba
CHEMBL510830,1,43,43,ya estaba
CHEMBL510832,1,56,56,ya estaba
CHEMBL510836,1,25,25,ya estaba
CHEMBL510841,1,19,19,ya estaba
CHEMBL510857,1,45,45,ya estaba
CHEMBL510862,1,31,31,ya estaba
CHEMBL510894,1,106,106,ya estaba
CHEMBL510897,1,42,42,ya estaba
CHEMBL510898,1,53,53,ya estaba
CHEMBL510943,1,46,46,ya estaba
CHEMBL510944,1,78,78,ya estaba
CHEMBL510957,1,42,42,ya estaba
CHEMBL510976,1,58,58,ya estaba
CHEMBL510997,1,43,43,ya estaba
CHEMBL511008,1,21,21,ya estaba
CHEMBL511018,1,45,45,ya estaba
CHEMBL511022,1,27,27,ya estaba
CHEMBL511025,1,64,64,ya estaba
CHEMBL511037,1,39,39,ya estaba
CHEMBL511044,1,19,19,ya estaba
CHEMBL511058,1,25,25,ya estaba
CHEMBL511075,1,54,54,ya estaba
CHEMBL511086,1,85,85,ya estaba
CHEMBL511097,1,20,20,ya estaba
CHEMBL511138,1,26,26,ya estaba
CHEMBL511141,1,34,34,ya estaba
CHEMBL511224,1,35,35,ya estaba
CHEMBL511229,1,34,34,ya estaba
CHEMBL511253,1,28,28,ya estaba
CHEMBL511262,1,33,33,ya estaba
CHEMBL511269,1,33,33,ya estaba
CHEMBL511293,1,21,21,ya estaba
CHEMBL511295,1,33,33,ya estaba
CHEMBL511326,1,20,20,ya estaba
CHEMBL511375,1,37,37,ya estaba
CHEMBL511395,1,29,29,ya estaba
CHEMBL511407,1,38,38,ya estaba
CHEMBL511426,1,24,24,ya estaba
CHEMBL511439,1,37,37,ya estaba
CHEMBL511442,1,19,19,ya estaba
CHEMBL511481,1,30,30,ya estaba
CHEMBL511487,1,25,25,ya estaba
CHEMBL511489,1,24,24,ya estaba
CHEMBL511492,1,33,33,ya estaba
CHEMBL511532,1,17,17,ya estaba
CHEMBL511533,1,17,17,ya estaba
CHEMBL511535,1,22,22,ya estaba
CHEMBL511547,1,30,30,ya estaba
CHEMBL511556,1,31,31,ya estaba
CHEMBL511562,1,37,37,ya estaba
CHEMBL511572,1,37,37,ya estaba
CHEMBL511593,1,34,34,ya estaba
CHEMBL511604,1,25,25,ya estaba
CHEMBL511618,1,38,38,ya estaba
CHEMBL511627,1,27,27,ya estaba
CHEMBL511632,1,30,30,ya estaba
CHEMBL511633,1,40,40,ya estaba
CHEMBL511651,1,29,29,ya estaba
CHEMBL511658,1,27,27,ya estaba
CHEMBL511660,1,31,31,ya estaba
CHEMBL511699,1,21,21,ya estaba
CHEMBL511721,1,29,29,ya estaba
CHEMBL511730,1,38,38,ya estaba
CHEMBL511737,1,38,38,ya estaba
CHEMBL511773,1,36,36,ya estaba
CHEMBL511778,1,24,24,ya estaba
CHEMBL511824,1,32,32,ya estaba
CHEMBL511903,1,38,38,ya estaba
CHEMBL511904,1,38,38,ya estaba
CHEMBL511928,1,36,36,ya estaba
CHEMBL511940,1,34,34,ya estaba
CHEMBL511971,1,34,34,ya estaba
CHEMBL511981,1,29,29,ya estaba
CHEMBL512002,1,26,26,ya estaba
CHEMBL512028,1,19,19,ya estaba
CHEMBL512046,1,16,16,ya estaba
CHEMBL512064,1,25,25,ya estaba
CHEMBL512094,1,21,21,ya estaba
CHEMBL512100,1,39,39,ya estaba
CHEMBL512125,1,37,37,ya estaba
CHEMBL512139,1,30,30,ya estaba
CHEMBL512146,1,25,25,ya estaba
CHEMBL512155,1,23,23,ya estaba
CHEMBL512170,1,35,35,ya estaba
CHEMBL512213,1,22,22,ya estaba
CHEMBL512251,1,39,39,ya estaba
CHEMBL512282,1,38,38,ya estaba
CHEMBL512292,1,38,38,ya estaba
CHEMBL512302,1,29,29,ya estaba
CHEMBL512307,1,26,26,ya estaba
CHEMBL512336,1,25,25,ya estaba
CHEMBL512339,1,17,17,ya estaba
CHEMBL512349,1,39,39,ya estaba
CHEMBL512368,1,31,31,ya estaba
CHEMBL512382,1,17,17,ya estaba
CHEMBL512406,1,21,21,ya estaba
CHEMBL512421,1,22,22,ya estaba
CHEMBL512429,1,30,30,ya estaba
CHEMBL512448,1,34,34,ya estaba
CHEMBL512471,1,35,35,ya estaba
CHEMBL512482,1,25,25,ya estaba
CHEMBL512489,1,37,37,ya estaba
CHEMBL512512,1,25,25,ya estaba
CHEMBL512530,1,29,29,ya estaba
CHEMBL512534,1,25,25,ya estaba
CHEMBL512594,1,35,35,ya estaba
CHEMBL512607,1,15,15,ya estaba
CHEMBL512610,1,34,34,ya estaba
CHEMBL512614,1,33,33,ya estaba
CHEMBL512615,1,19,19,ya estaba
CHEMBL512654,1,30,30,ya estaba
CHEMBL512662,1,23,23,ya estaba
CHEMBL512682,1,19,19,ya estaba
CHEMBL512717,1,27,27,ya estaba
CHEMBL512755,1,17,17,ya estaba
CHEMBL512778,1,34,34,ya estaba
CHEMBL512807,1,39,39,ya estaba
CHEMBL512808,1,36,36,ya estaba
CHEMBL512826,1,17,17,ya estaba
CHEMBL512833,1,18,18,ya estaba
CHEMBL512846,1,29,29,ya estaba
CHEMBL512850,1,22,22,ya estaba
CHEMBL512853,1,27,27,ya estaba
CHEMBL512877,1,33,33,ya estaba
CHEMBL512889,1,21,21,ya estaba
CHEMBL512892,1,32,32,ya estaba
CHEMBL512896,1,27,27,ya estaba
CHEMBL512928,1,22,22,ya estaba
CHEMBL512948,1,17,17,ya estaba
CHEMBL512949,1,37,37,ya estaba
CHEMBL512956,1,36,36,ya estaba
CHEMBL512971,1,36,36,ya estaba
CHEMBL512976,1,30,30,ya estaba
CHEMBL512998,1,37,37,ya estaba
CHEMBL513006,1,36,36,ya estaba
CHEMBL513010,1,37,37,ya estaba
CHEMBL513022,1,18,18,ya estaba
CHEMBL513036,1,41,41,ya estaba
CHEMBL513051,1,24,24,ya estaba
CHEMBL513137,1,37,37,ya estaba
CHEMBL513152,1,25,25,ya estaba
CHEMBL513190,1,25,25,ya estaba
CHEMBL513224,1,23,23,ya estaba
CHEMBL513226,1,33,33,ya estaba
CHEMBL513266,1,23,23,ya estaba
CHEMBL513269,1,22,22,ya estaba
CHEMBL513316,1,28,28,ya estaba
CHEMBL513324,1,25,25,ya estaba
CHEMBL513334,1,37,37,ya estaba
CHEMBL513372,1,18,18,ya estaba
CHEMBL513397,1,30,30,ya estaba
CHEMBL513420,1,18,18,ya estaba
CHEMBL513421,1,17,17,ya estaba
CHEMBL513425,1,30,30,ya estaba
CHEMBL513426,1,25,25,ya estaba
CHEMBL513476,1,35,35,ya estaba
CHEMBL513490,1,32,32,ya estaba
CHEMBL513539,1,21,21,ya estaba
CHEMBL513545,1,29,29,ya estaba
CHEMBL513556,1,29,29,ya estaba
CHEMBL513582,1,32,32,ya estaba
CHEMBL513585,1,27,27,ya estaba
CHEMBL513595,1,40,40,ya estaba
CHEMBL513674,1,36,36,ya estaba
CHEMBL513693,1,37,37,ya estaba
CHEMBL513707,1,23,23,ya estaba
CHEMBL513708,1,23,23,ya estaba
CHEMBL513722,1,28,28,ya estaba
CHEMBL513726,1,36,36,ya estaba
CHEMBL513733,1,30,30,ya estaba
CHEMBL513735,1,36,36,ya estaba
CHEMBL513736,1,26,26,ya estaba
CHEMBL513752,1,29,29,ya estaba
CHEMBL513782,1,13,13,ya estaba
CHEMBL513802,1,17,17,ya estaba
CHEMBL513819,1,28,28,ya estaba
CHEMBL513832,1,39,39,ya estaba
CHEMBL513863,1,24,24,ya estaba
CHEMBL513880,1,36,36,ya estaba
CHEMBL513885,1,35,35,ya estaba
CHEMBL513887,1,33,33,ya estaba
CHEMBL513917,1,37,37,ya estaba
CHEMBL513920,1,35,35,ya estaba
CHEMBL513927,1,18,18,ya estaba
CHEMBL513929,1,25,25,ya estaba
CHEMBL513934,1,19,19,ya estaba
CHEMBL513959,1,38,38,ya estaba
CHEMBL514017,1,36,36,ya estaba
CHEMBL514024,1,24,24,ya estaba
CHEMBL514089,1,29,29,ya estaba
CHEMBL514129,1,22,22,ya estaba
CHEMBL514130,1,23,23,ya estaba
CHEMBL514152,1,31,31,ya estaba
CHEMBL514212,1,24,24,ya estaba
CHEMBL514244,1,38,38,ya estaba
CHEMBL514247,1,24,24,ya estaba
CHEMBL514281,1,33,33,ya estaba
CHEMBL514282,1,36,36,ya estaba
CHEMBL514318,1,35,35,ya estaba
CHEMBL514321,1,25,25,ya estaba
CHEMBL514330,1,38,38,ya estaba
CHEMBL514338,1,24,24,ya estaba
CHEMBL514341,1,40,40,ya estaba
CHEMBL514370,1,37,37,ya estaba
CHEMBL514377,1,28,28,ya estaba
CHEMBL514388,1,36,36,ya estaba
CHEMBL514429,1,35,35,ya estaba
CHEMBL514437,1,30,30,ya estaba
CHEMBL514445,1,32,32,ya estaba
CHEMBL514474,1,20,20,ya estaba
CHEMBL514492,1,33,33,ya estaba
CHEMBL514496,1,27,27,ya estaba
CHEMBL514497,1,38,38,ya estaba
CHEMBL514518,1,25,25,ya estaba
CHEMBL514529,1,33,33,ya estaba
CHEMBL514654,1,28,28,ya estaba
CHEMBL514664,1,38,38,ya estaba
CHEMBL514675,1,39,39,ya estaba
CHEMBL514736,1,26,26,ya estaba
CHEMBL514772,1,39,39,ya estaba
CHEMBL514773,1,37,37,ya estaba
CHEMBL514779,1,36,36,ya estaba
CHEMBL514818,1,22,22,ya estaba
CHEMBL514837,1,34,34,ya estaba
CHEMBL514859,1,38,38,ya estaba
CHEMBL514869,1,29,29,ya estaba
CHEMBL514897,1,22,22,ya estaba
CHEMBL514903,1,24,24,ya estaba
CHEMBL514914,1,36,36,ya estaba
CHEMBL514916,1,28,28,ya estaba
CHEMBL514920,1,36,36,ya estaba
CHEMBL514926,1,16,16,ya estaba
CHEMBL514943,1,34,34,ya estaba
CHEMBL514952,1,40,40,ya estaba
CHEMBL514969,1,24,24,ya estaba
CHEMBL515023,1,34,34,ya estaba
CHEMBL515060,1,24,24,ya estaba
CHEMBL515061,1,22,22,ya estaba
CHEMBL515064,1,22,22,ya estaba
CHEMBL515145,1,36,36,ya estaba
CHEMBL515163,1,24,24,ya estaba
CHEMBL515170,1,25,25,ya estaba
CHEMBL515174,1,30,30,ya estaba
CHEMBL515185,1,24,24,ya estaba
CHEMBL515268,1,30,30,ya estaba
CHEMBL515273,1,39,39,ya estaba
CHEMBL515288,1,30,30,ya estaba
CHEMBL515304,1,26,26,ya estaba
CHEMBL515324,1,35,35,ya estaba
CHEMBL515331,1,38,38,ya estaba
CHEMBL515355,1,34,34,ya estaba
CHEMBL515362,1,32,32,ya estaba
CHEMBL515380,1,21,21,ya estaba
CHEMBL515407,1,25,25,ya estaba
CHEMBL515460,1,37,37,ya estaba
CHEMBL515501,1,32,32,ya estaba
CHEMBL515520,1,37,37,ya estaba
CHEMBL515550,1,38,38,ya estaba
CHEMBL515601,1,39,39,ya estaba
CHEMBL515605,1,23,23,ya estaba
CHEMBL515606,1,30,30,ya estaba
CHEMBL515607,1,36,36,ya estaba
CHEMBL515624,1,24,24,ya estaba
CHEMBL515694,1,33,33,ya estaba
CHEMBL515721,1,25,25,ya estaba
CHEMBL515748,1,38,38,ya estaba
CHEMBL515762,1,40,40,ya estaba
CHEMBL515806,1,35,35,ya estaba
CHEMBL515813,1,36,36,ya estaba
CHEMBL515815,1,28,28,ya estaba
CHEMBL515840,1,23,23,ya estaba
CHEMBL515850,1,26,26,ya estaba
CHEMBL515882,1,34,34,ya estaba
CHEMBL515896,1,38,38,ya estaba
CHEMBL515910,1,32,32,ya estaba
CHEMBL515928,1,39,39,ya estaba
CHEMBL515963,1,37,37,ya estaba
CHEMBL515974,1,22,22,ya estaba
CHEMBL515976,1,27,27,ya estaba
CHEMBL515987,1,24,24,ya estaba
CHEMBL515994,1,26,26,ya estaba
CHEMBL516005,1,26,26,ya estaba
CHEMBL516011,1,25,25,ya estaba
CHEMBL516013,1,22,22,ya estaba
CHEMBL516023,1,27,27,ya estaba
CHEMBL516054,1,39,39,ya estaba
CHEMBL516093,1,35,35,ya estaba
CHEMBL516103,1,32,32,ya estaba
CHEMBL516104,1,18,18,ya estaba
CHEMBL516117,1,29,29,ya estaba
CHEMBL516130,1,26,26,ya estaba
CHEMBL516138,1,27,27,ya estaba
CHEMBL516148,1,22,22,ya estaba
CHEMBL516150,1,24,24,ya estaba
CHEMBL516156,1,37,37,ya estaba
CHEMBL516174,1,37,37,ya estaba
CHEMBL516178,1,22,22,ya estaba
CHEMBL516179,1,23,23,ya estaba
CHEMBL516180,1,29,29,ya estaba
CHEMBL516208,1,36,36,ya estaba
CHEMBL516210,1,30,30,ya estaba
CHEMBL516237,1,36,36,ya estaba
CHEMBL516239,1,23,23,ya estaba
CHEMBL516240,1,23,23,ya estaba
CHEMBL516249,1,34,34,ya estaba
CHEMBL516268,1,27,27,ya estaba
CHEMBL516298,1,30,30,ya estaba
CHEMBL516305,1,36,36,ya estaba
CHEMBL516311,1,18,18,ya estaba
CHEMBL516317,1,24,24,ya estaba
CHEMBL516336,1,24,24,ya estaba
CHEMBL516341,1,30,30,ya estaba
CHEMBL516354,1,39,39,ya estaba
CHEMBL516381,1,30,30,ya estaba
CHEMBL516393,1,25,25,ya estaba
CHEMBL516403,1,34,34,ya estaba
CHEMBL516412,1,25,25,ya estaba
CHEMBL516449,1,35,35,ya estaba
CHEMBL516469,1,20,20,ya estaba
CHEMBL516473,1,32,32,ya estaba
CHEMBL516499,1,27,27,ya estaba
CHEMBL516513,1,25,25,ya estaba
CHEMBL516524,1,18,18,ya estaba
CHEMBL516526,1,34,34,ya estaba
CHEMBL516529,1,33,33,ya estaba
CHEMBL516540,1,29,29,ya estaba
CHEMBL516546,1,37,37,ya estaba
CHEMBL516549,1,24,24,ya estaba
CHEMBL516555,1,35,35,ya estaba
CHEMBL516557,1,38,38,ya estaba
CHEMBL516561,1,18,18,ya estaba
CHEMBL516563,1,22,22,ya estaba
CHEMBL516569,1,17,17,ya estaba
CHEMBL516572,1,17,17,ya estaba
CHEMBL516577,1,19,19,ya estaba
CHEMBL516578,1,22,22,ya estaba
CHEMBL516596,1,31,31,ya estaba
CHEMBL516614,1,31,31,ya estaba
CHEMBL516627,1,35,35,ya estaba
CHEMBL516629,1,33,33,ya estaba
CHEMBL516649,1,32,32,ya estaba
CHEMBL516665,1,22,22,ya estaba
CHEMBL516667,1,25,25,ya estaba
CHEMBL516669,1,40,40,ya estaba
CHEMBL516678,1,35,35,ya estaba
CHEMBL516684,1,27,27,ya estaba
CHEMBL516690,1,27,27,ya estaba
CHEMBL516694,1,25,25,ya estaba
CHEMBL516704,1,25,25,ya estaba
CHEMBL516705,1,32,32,ya estaba
CHEMBL516706,1,28,28,ya estaba
CHEMBL516712,1,21,21,ya estaba
CHEMBL516714,1,31,31,ya estaba
CHEMBL516718,1,29,29,ya estaba
CHEMBL516739,1,24,24,ya estaba
CHEMBL516756,1,17,17,ya estaba
CHEMBL516773,1,30,30,ya estaba
CHEMBL516780,1,19,19,ya estaba
CHEMBL516788,1,30,30,ya estaba
CHEMBL516791,1,22,22,ya estaba
CHEMBL516829,1,19,19,ya estaba
CHEMBL516834,1,36,36,ya estaba
CHEMBL516856,1,33,33,ya estaba
CHEMBL516857,1,33,33,ya estaba
CHEMBL516861,1,25,25,ya estaba
CHEMBL516867,1,34,34,ya estaba
CHEMBL516873,1,26,26,ya estaba
CHEMBL516875,1,19,19,ya estaba
CHEMBL516879,1,26,26,ya estaba
CHEMBL516880,1,24,24,ya estaba
CHEMBL516882,1,26,26,ya estaba
CHEMBL516898,1,18,18,ya estaba
CHEMBL516919,1,39,39,ya estaba
CHEMBL516928,1,16,16,ya estaba
CHEMBL516936,1,31,31,ya estaba
CHEMBL516957,1,25,25,ya estaba
CHEMBL516983,1,26,26,ya estaba
CHEMBL516985,1,36,36,ya estaba
CHEMBL516990,1,31,31,ya estaba
CHEMBL516995,1,24,24,ya estaba
CHEMBL517001,1,37,37,ya estaba
CHEMBL517036,1,37,37,ya estaba
CHEMBL517040,1,18,18,ya estaba
CHEMBL517043,1,23,23,ya estaba
CHEMBL517052,1,18,18,ya estaba
