ligand,motivo,n_atomos,tipos
CHEMBL560354,"tipo_invalido:CG,G0",36,"A,C,CG,G0,N,NA,OA"
CHEMBL560359,tipo_invalido:Si,33,"A,C,HD,I,OA,Si"
CHEMBL560423,"tipo_invalido:CG,G0",32,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL560429,"tipo_invalido:CG,G0",30,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL560446,"tipo_invalido:CG,G0",31,"A,Br,C,CG,G0,HD,I,N,NA"
CHEMBL560517,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL560528,"tipo_invalido:CG,G0",34,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL560563,"tipo_invalido:CG,G0",39,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL560565,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL560596,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,NA,OA,S"
CHEMBL560655,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL560714,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL560718,"tipo_invalido:CG,G0",26,"A,C,CG,Cl,G0,HD,N,OA,SA"
CHEMBL560737,"tipo_invalido:CG,G0",27,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL560764,"tipo_invalido:CG,G0",35,"C,CG,G0,HD,OA"
CHEMBL560784,"tipo_invalido:CG,G0",43,"A,C,CG,Cl,G0,HD,N,OA,SA"
CHEMBL560790,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL560824,"tipo_invalido:CG,G0",27,"C,CG,G0,OA"
CHEMBL560864,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,OA"
CHEMBL560894,"tipo_invalido:CG,G0",44,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL560924,"tipo_invalido:CG,G0",31,"A,C,CG,Cl,G0,HD,NA,OA"
CHEMBL560975,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL56107,fallo_empirico_4_proteinas,43,"C,F,HD,N,NA,OA"
CHEMBL561070,"tipo_invalido:CG,G0",28,"A,C,CG,G0,N,NA,OA"
CHEMBL561084,"tipo_invalido:CG,G0",24,"C,CG,G0,HD,OA"
CHEMBL561143,"tipo_invalido:CG,G0",25,"C,CG,G0,OA"
CHEMBL561183,"tipo_invalido:CG,G0",21,"C,CG,G0,OA"
CHEMBL561201,"tipo_invalido:CG,G0",24,"C,CG,G0,OA"
CHEMBL561203,"tipo_invalido:CG,G0",22,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL561217,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL561222,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL561257,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,OA"
CHEMBL561334,"tipo_invalido:CG,G0",24,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL561419,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,NA,OA,SA"
CHEMBL561436,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,NA,OA,SA"
CHEMBL561460,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,OA"
CHEMBL561464,"tipo_invalido:CG,G0",43,"A,C,CG,Cl,G0,HD,N,OA,SA"
CHEMBL561469,"tipo_invalido:CG,G0",22,"A,Br,C,CG,Cl,G0,N,NA,OA"
CHEMBL561516,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL561517,"tipo_invalido:CG,G0",37,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL561518,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,N,OA"
CHEMBL561532,"tipo_invalido:CG,G0",38,"C,CG,G0,HD,OA"
CHEMBL561543,"tipo_invalido:CG,G0",27,"C,CG,G0,HD,OA"
CHEMBL561549,"tipo_invalido:CG,G0",24,"C,CG,G0,N,OA"
CHEMBL561575,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL561647,"tipo_invalido:CG,G0",24,"C,CG,G0,HD,OA"
CHEMBL561687,"tipo_invalido:CG,G0",20,"A,C,CG,G0,N,NA"
CHEMBL561700,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,NA,OA,SA"
CHEMBL561749,"tipo_invalido:CG,G0",35,"A,Br,C,CG,Cl,G0,HD,N,NA"
CHEMBL561769,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL561830,"tipo_invalido:CG,G0",29,"A,C,CG,G0,NA,OA"
CHEMBL561863,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,OA,S"
CHEMBL561866,"tipo_invalido:CG,G0",29,"A,C,CG,Cl,G0,HD,OA,SA"
CHEMBL561887,"tipo_invalido:CG,G0",25,"C,CG,G0,HD,OA"
CHEMBL561898,"tipo_invalido:CG,G0",35,"C,CG,G0,HD,NA,OA"
CHEMBL561933,"tipo_invalido:CG,G0",21,"A,C,CG,Cl,G0,N,NA,OA"
CHEMBL56194,tipo_invalido:K,25,"C,K,OA,P"
CHEMBL561949,"tipo_invalido:CG,G0",34,"A,C,CG,G0,HD,OA"
CHEMBL561981,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL562002,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL562024,"tipo_invalido:CG,G0",31,"A,C,CG,G0,NA,OA"
CHEMBL562065,"tipo_invalido:CG,G0",43,"A,Br,C,CG,G0,HD,N,OA,SA"
CHEMBL562137,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL562156,"tipo_invalido:CG,G0",37,"C,CG,G0,HD,N,NA,OA"
CHEMBL562187,"tipo_invalido:CG,G0",37,"A,C,CG,Cl,G0,HD,NA,OA"
CHEMBL562194,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,N,OA,S"
CHEMBL562195,"tipo_invalido:CG,G0",25,"A,C,CG,G0,N,OA"
CHEMBL562237,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL562290,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL562299,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,NA,OA,SA"
CHEMBL562316,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL562328,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL562346,"tipo_invalido:CG,G0",25,"C,CG,G0,HD,OA"
CHEMBL562453,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL562464,"tipo_invalido:CG,G0",31,"A,C,CG,Cl,G0,N,NA,OA"
CHEMBL562487,"tipo_invalido:CG,G0",41,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL562505,"tipo_invalido:CG,G0",32,"A,C,CG,G0,N,NA,OA"
CHEMBL562520,"tipo_invalido:CG,G0",27,"A,C,CG,G0,HD,OA"
CHEMBL562534,"tipo_invalido:CG,G0",27,"A,C,CG,Cl,G0,HD,NA,OA,S"
CHEMBL562541,"tipo_invalido:CG,G0",26,"C,CG,G0,HD,OA"
CHEMBL562554,"tipo_invalido:CG,G0",39,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL562555,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL562568,"tipo_invalido:CG,G0",39,"C,CG,G0,HD,OA"
CHEMBL562606,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL562615,"tipo_invalido:CG,G0,G1",38,"C,CG,G0,G1,HD,N,NA,OA"
CHEMBL562644,"tipo_invalido:CG,G0",30,"A,C,CG,G0,NA,OA,S"
CHEMBL562665,"tipo_invalido:CG,G0",64,"A,C,CG,G0,HD,NA,OA"
CHEMBL562676,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL562683,"tipo_invalido:CG,G0",42,"A,C,CG,G0,N,OA"
CHEMBL562684,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,NA,OA,S"
CHEMBL562703,"tipo_invalido:CG,G0",41,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL562705,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL562708,"tipo_invalido:CG,G0",32,"A,C,CG,Cl,F,G0,HD,N,NA,OA"
CHEMBL562721,"tipo_invalido:CG,G0",43,"A,C,CG,F,G0,HD,N,OA,SA"
CHEMBL562723,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,I,N,OA,SA"
CHEMBL562740,"tipo_invalido:CG,G0,G1",41,"C,CG,G0,G1,HD,OA"
CHEMBL562743,"tipo_invalido:CG,G0",19,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL562754,"tipo_invalido:CG,G0",23,"A,C,CG,G0,HD,N,OA,S"
CHEMBL562755,"tipo_invalido:CG,G0",39,"A,Br,C,CG,Cl,G0,HD,N,NA,SA"
CHEMBL562758,"tipo_invalido:CG,G0",29,"C,CG,G0,HD,OA"
CHEMBL562770,"tipo_invalido:CG,G0",34,"A,C,CG,Cl,F,G0,HD,N,OA"
CHEMBL562771,"tipo_invalido:CG,G0",27,"A,C,CG,Cl,G0,HD,N,OA,SA"
CHEMBL562773,"tipo_invalido:CG,G0",78,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL562774,"tipo_invalido:CG,G0,G1",61,"A,C,CG,G0,G1,HD,N,OA"
CHEMBL562775,"tipo_invalido:CG,G0,G1",65,"A,C,CG,G0,G1,HD,N,OA"
CHEMBL562784,"tipo_invalido:CG,G0",56,"A,C,CG,G0,HD,OA"
CHEMBL562793,"tipo_invalido:CG,G0",22,"A,C,CG,G0,HD,N,NA"
CHEMBL562804,"tipo_invalido:CG,G0",25,"Br,C,CG,G0,HD,OA"
CHEMBL562816,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL562853,tipo_invalido:Si,36,"A,C,I,OA,Si"
CHEMBL562866,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL562903,"tipo_invalido:CG,G0",24,"A,C,CG,G0,HD,N,OA"
CHEMBL562926,"tipo_invalido:CG,G0",34,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL562938,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL562943,"tipo_invalido:CG,G0",35,"A,Br,C,CG,Cl,G0,HD,N,NA"
CHEMBL562952,"tipo_invalido:CG,G0",22,"A,C,CG,G0,N,NA,OA"
CHEMBL562957,"tipo_invalido:CG,G0",90,"A,C,CG,G0,HD,N,OA"
CHEMBL56296,fallo_empirico_4_proteinas,23,"A,C,I,N,NA"
CHEMBL562961,"tipo_invalido:CG,G0",97,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL562995,"tipo_invalido:CG,G0",42,"C,CG,G0,HD,OA"
CHEMBL563062,"tipo_invalido:CG,G0",31,"A,C,CG,F,G0,N,NA,OA"
CHEMBL563072,"tipo_invalido:CG,G0",26,"Br,C,CG,G0,HD,OA"
CHEMBL563080,"tipo_invalido:CG,G0",31,"A,C,CG,Cl,G0,HD,N,NA"
CHEMBL563104,"tipo_invalido:CG,G0,G1",52,"A,C,CG,G0,G1,HD,N,NA,OA"
CHEMBL563105,"tipo_invalido:CG,G0",44,"A,C,CG,G0,OA"
CHEMBL56311,fallo_empirico_4_proteinas,33,"A,C,Cl,HD,N,NA,OA,S"
CHEMBL563114,"tipo_invalido:CG,G0",46,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL563115,"tipo_invalido:CG,G0",36,"C,CG,G0,HD,NA,OA"
CHEMBL563124,"tipo_invalido:CG,G0",97,"A,C,CG,G0,HD,I,N,NA,OA,SA"
CHEMBL563125,fallo_empirico_4_proteinas,140,"A,C,HD,N,NA,OA,SA"
CHEMBL563204,"tipo_invalido:CG,G0",32,"A,C,CG,Cl,G0,HD,OA"
CHEMBL563213,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,OA"
CHEMBL563257,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL563262,"tipo_invalido:CG,G0",28,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL563271,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL563287,"tipo_invalido:CG,G0",56,"A,C,CG,G0,HD,N,OA"
CHEMBL563295,"tipo_invalido:CG,G0",35,"A,C,CG,Cl,F,G0,HD,N,OA"
CHEMBL563307,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL563308,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,OA,S"
CHEMBL563309,"tipo_invalido:CG,G0",22,"A,Br,C,CG,G0,N,NA,OA"
CHEMBL563310,"tipo_invalido:CG,G0",40,"C,CG,G0,HD,OA"
CHEMBL563330,"tipo_invalido:CG,G0",38,"A,Br,C,CG,Cl,G0,HD,N,NA"
CHEMBL563336,"tipo_invalido:CG,G0",21,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL563374,"tipo_invalido:CG,G0",35,"A,C,CG,F,G0,HD,N,OA"
CHEMBL563386,"tipo_invalido:CG,G0",32,"C,CG,G0,HD,OA"
CHEMBL563388,"tipo_invalido:CG,G0",24,"C,CG,G0,N,OA"
CHEMBL563396,"tipo_invalido:CG,G0",30,"C,CG,G0,HD,NA,OA"
CHEMBL563419,"tipo_invalido:CG,G0,G1",38,"C,CG,G0,G1,HD,NA,OA"
CHEMBL563462,"tipo_invalido:CG,G0",90,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL563491,"tipo_invalido:CG,G0",36,"A,C,CG,G0,OA"
CHEMBL563501,"tipo_invalido:CG,G0",43,"A,C,CG,Cl,G0,HD,N,OA,SA"
CHEMBL563519,"tipo_invalido:CG,G0",29,"A,C,CG,F,G0,N,OA"
CHEMBL563531,"tipo_invalido:CG,G0",33,"A,C,CG,F,G0,HD,N,OA"
CHEMBL563540,"tipo_invalido:CG,G0",28,"A,C,CG,Cl,F,G0,HD,N,OA"
CHEMBL563544,"tipo_invalido:CG,G0",40,"A,C,CG,F,G0,HD,N,OA"
CHEMBL563550,"tipo_invalido:CG,G0",29,"A,C,CG,G0,NA,OA"
CHEMBL563555,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL563571,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL563588,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,OA"
CHEMBL563601,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,NA,OA,S,SA"
CHEMBL563603,"tipo_invalido:CG,G0",77,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL563616,fallo_empirico_4_proteinas,121,"C,HD,OA"
CHEMBL563617,fallo_empirico_4_proteinas,117,"C,HD,N,NA,OA"
CHEMBL563622,"tipo_invalido:CG,G0",25,"C,CG,G0,HD,N,OA"
CHEMBL563647,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL563672,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,OA,S"
CHEMBL563701,"tipo_invalido:CG,G0",23,"C,CG,G0,OA"
CHEMBL563705,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL563729,"tipo_invalido:CG,G0",39,"C,CG,G0,HD,OA"
CHEMBL563752,"tipo_invalido:CG,G0",32,"A,C,CG,Cl,F,G0,HD,N,OA"
CHEMBL563766,"tipo_invalido:CG,G0",80,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL563767,"tipo_invalido:CG,G0,G1",63,"A,C,CG,G0,G1,HD,N,OA,S"
CHEMBL563768,"tipo_invalido:CG,G0",70,"A,C,CG,G0,HD,N,OA"
CHEMBL563769,"tipo_invalido:CG,G0",82,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL563774,"tipo_invalido:CG,G0",22,"C,CG,G0,NA,OA"
CHEMBL563822,"tipo_invalido:CG,G0",29,"C,CG,G0,HD,OA"
CHEMBL563838,"tipo_invalido:CG,G0",30,"A,C,CG,Cl,G0,HD,OA"
CHEMBL563848,"tipo_invalido:CG,G0",20,"A,C,CG,G0,N,NA,OA"
CHEMBL563853,"tipo_invalido:CG,G0",40,"C,CG,G0,HD,OA"
CHEMBL563859,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,I,N,OA,SA"
CHEMBL563881,"tipo_invalido:CG,G0",37,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL563885,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL563893,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL563902,"tipo_invalido:CG,G0",32,"A,C,CG,Cl,G0,HD,OA"
CHEMBL563939,"tipo_invalido:CG,G0",22,"C,CG,G0,HD,OA"
CHEMBL563955,"tipo_invalido:CG,G0",38,"C,CG,G0,HD,N,NA,OA"
CHEMBL563959,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,NA,OA,SA"
CHEMBL563967,"tipo_invalido:CG,G0",35,"C,CG,G0,HD,OA"
CHEMBL563994,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,NA,OA,SA"
CHEMBL564010,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL564013,"tipo_invalido:CG,G0",23,"C,CG,G0,HD,OA"
CHEMBL564027,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL564048,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,OA"
CHEMBL564076,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL564146,"tipo_invalido:CG,G0",26,"A,C,CG,G0,N,NA,OA"
CHEMBL564148,"tipo_invalido:CG,G0",37,"A,C,CG,G0,N,NA,OA"
CHEMBL564151,"tipo_invalido:CG,G0",30,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL564155,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,OA,S"
CHEMBL564156,"tipo_invalido:CG,G0",30,"A,C,CG,G0,NA,OA"
CHEMBL564175,"tipo_invalido:CG,G0",29,"A,C,CG,F,G0,HD,NA,OA,SA"
CHEMBL564180,"tipo_invalido:CG,G0",17,"A,C,CG,G0"
CHEMBL564182,"tipo_invalido:CG,G0",22,"C,CG,G0,OA"
CHEMBL564215,"tipo_invalido:CG,G0",27,"A,C,CG,G0,NA,OA,S"
CHEMBL564221,"tipo_invalido:CG,G0",39,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL564234,"tipo_invalido:CG,G0",35,"A,C,CG,G0,OA"
CHEMBL564254,"tipo_invalido:CG,G0,G1",63,"A,C,CG,G0,G1,HD,N,OA,S"
CHEMBL564278,"tipo_invalido:CG,G0",34,"A,C,CG,Cl,F,G0,HD,N,OA"
CHEMBL564301,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL564308,"tipo_invalido:CG,G0",36,"A,C,CG,G0,N"
CHEMBL564309,"tipo_invalido:CG,G0",27,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL564310,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,OA"
CHEMBL564329,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,OA"
CHEMBL564342,"tipo_invalido:CG,G0",39,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL564365,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,OA"
CHEMBL564408,tipo_invalido:Si,31,"A,C,NA,OA,Si"
CHEMBL564421,fallo_empirico_4_proteinas,183,"A,C,HD,N,NA,OA"
CHEMBL564422,"tipo_invalido:CG,G0",66,"A,C,CG,Cl,F,G0,HD,N,OA"
CHEMBL564434,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,OA"
CHEMBL564443,"tipo_invalido:CG,G0",36,"C,CG,G0,HD,NA,OA"
CHEMBL564466,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL564467,"tipo_invalido:CG,G0",39,"C,CG,G0,HD,OA"
CHEMBL564505,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL564585,"tipo_invalido:CG,G0,G1",57,"C,CG,G0,G1,HD,OA"
CHEMBL564587,"tipo_invalido:CG,G0",164,"C,CG,G0,HD,OA"
CHEMBL564595,"tipo_invalido:CG,G0",26,"C,CG,G0,HD,OA"
CHEMBL564597,"tipo_invalido:CG,G0",22,"A,C,CG,Cl,G0,OA"
CHEMBL564698,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL564700,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,OA"
CHEMBL564712,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL564737,"tipo_invalido:CG,G0",33,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL564754,"tipo_invalido:CG,G0",104,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL564755,"tipo_invalido:CG,G0,G1",75,"A,C,CG,G0,G1,HD,N,OA"
CHEMBL56479,fallo_empirico_4_proteinas,48,"A,C,HD,I,N,NA,OA,S"
CHEMBL564790,"tipo_invalido:CG,G0",30,"A,Br,C,CG,G0,N,NA,OA"
CHEMBL564808,"tipo_invalido:CG,G0",36,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL564816,"tipo_invalido:CG,G0",26,"A,C,CG,G0,N,NA,OA"
CHEMBL564821,"tipo_invalido:CG,G0",21,"A,Br,C,CG,G0,N,NA,OA"
CHEMBL564825,"tipo_invalido:CG,G0",29,"A,Br,C,CG,G0,N,NA,OA"
CHEMBL564832,"tipo_invalido:CG,G0",26,"A,C,CG,G0,N,OA"
CHEMBL564843,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,NA,OA,S"
CHEMBL564848,"tipo_invalido:CG,G0",43,"A,Br,C,CG,G0,HD,N,OA,SA"
CHEMBL564868,"tipo_invalido:CG,G0",26,"C,CG,G0,HD,OA"
CHEMBL564894,"tipo_invalido:CG,G0",23,"C,CG,G0,HD,OA"
CHEMBL564899,"tipo_invalido:CG,G0",28,"A,C,CG,G0,NA,OA"
CHEMBL564900,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,N,OA"
CHEMBL564905,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,NA,OA,S"
CHEMBL564932,"tipo_invalido:CG,G0",37,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL564940,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,OA"
CHEMBL564976,"tipo_invalido:CG,G0",43,"A,C,CG,F,G0,HD,N,OA,SA"
CHEMBL564991,"tipo_invalido:CG,G0",22,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL565000,"tipo_invalido:CG,G0",25,"C,CG,G0,HD,OA"
CHEMBL565013,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL565018,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL565025,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,OA"
CHEMBL565034,"tipo_invalido:CG,G0",33,"C,CG,G0,HD,NA,OA"
CHEMBL565044,"tipo_invalido:CG,G0",33,"A,C,CG,Cl,G0,HD,OA,SA"
CHEMBL565049,"tipo_invalido:CG,G0",27,"C,CG,G0,HD,OA"
CHEMBL565075,"tipo_invalido:CG,G0",26,"A,C,CG,Cl,G0,N,NA,OA"
CHEMBL565082,"tipo_invalido:CG,G0",37,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL565149,"tipo_invalido:CG,G0",30,"A,C,CG,G0,N,NA,OA"
CHEMBL565158,"tipo_invalido:CG,G0",25,"Br,C,CG,G0,HD,OA"
CHEMBL565201,"tipo_invalido:CG,G0",20,"C,CG,G0,OA"
CHEMBL565289,"tipo_invalido:CG,G0",61,"A,C,CG,G0,HD,N,OA"
CHEMBL565318,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,NA"
CHEMBL565319,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,NA"
CHEMBL565326,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,NA"
CHEMBL565342,tipo_invalido:Si,49,"C,HD,N,OA,Si"
CHEMBL565347,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL565348,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL565383,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL56541,fallo_empirico_4_proteinas,46,"C,F,HD,N,NA,OA"
CHEMBL565445,"tipo_invalido:CG,G0",39,"A,C,CG,Cl,G0,HD,NA,OA,P"
CHEMBL565512,"tipo_invalido:CG,G0",39,"A,C,CG,G0,HD,N,NA"
CHEMBL565514,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,NA"
CHEMBL565547,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,NA"
CHEMBL565569,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL565575,"tipo_invalido:CG,G0",34,"A,C,CG,Cl,G0,N,NA,OA,SA"
CHEMBL565588,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL565589,"tipo_invalido:CG,G0",39,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL565647,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL56565,fallo_empirico_4_proteinas,42,"A,C,F,HD,I,N,OA"
CHEMBL565663,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,N,OA"
CHEMBL565664,"tipo_invalido:CG,G0",18,"A,C,CG,G0,N,OA"
CHEMBL565671,"tipo_invalido:CG,G0",33,"A,C,CG,G0,NA"
CHEMBL565692,tipo_invalido:B,54,"A,B,C,HD,N,OA"
CHEMBL565696,tipo_invalido:B,51,"A,B,C,HD,N,NA,OA,S"
CHEMBL565698,"tipo_invalido:CG,G0",37,"A,C,CG,G0,N,NA,OA"
CHEMBL565708,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL56571,tipo_invalido:Si,33,"A,C,F,HD,N,NA,OA,Si"
CHEMBL565728,"tipo_invalido:CG,G0",33,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL565729,"tipo_invalido:CG,G0",32,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL565752,"tipo_invalido:CG,G0",32,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL565757,"tipo_invalido:CG,G0",40,"A,C,CG,G0,N,NA,OA,S,SA"
CHEMBL565773,"tipo_invalido:CG,G0",24,"A,C,CG,G0,HD,N,NA,OA"
