ligand,motivo,n_atomos,tipos
CHEMBL52785,fallo_empirico_4_proteinas,38,"A,C,HD,N,NA,OA"
CHEMBL527893,"tipo_invalido:CG,G0",35,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL527903,"tipo_invalido:CG,G0",29,"A,C,CG,Cl,G0,N,NA,OA"
CHEMBL527910,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL527913,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL527914,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL527943,"tipo_invalido:CG,G0",38,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL527944,"tipo_invalido:CG,G0",32,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL52806,tipo_invalido:Na,29,"A,C,F,HD,NA,Na,OA,S"
CHEMBL52850,fallo_empirico_4_proteinas,33,"Br,C,N,OA"
CHEMBL528994,"tipo_invalido:CG,G0",26,"C,CG,G0,OA"
CHEMBL52900,tipo_invalido:Na,28,"A,C,NA,Na,OA"
CHEMBL52910,fallo_empirico_4_proteinas,43,"A,C,HD,N,NA,OA"
CHEMBL52918,fallo_empirico_4_proteinas,27,"A,Br,C,N"
CHEMBL52977,fallo_empirico_4_proteinas,33,"A,C,HD,N,NA,OA,S"
CHEMBL52983,fallo_empirico_4_proteinas,26,"A,C,I,N,NA"
CHEMBL530059,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL53067,fallo_empirico_4_proteinas,25,"A,C,Cl,N,OA"
CHEMBL53163,tipo_invalido:B,27,"B,C,HD,N,NA,OA"
CHEMBL53180,fallo_empirico_4_proteinas,21,"A,C,Cl,HD,N,NA,OA"
CHEMBL53273,fallo_empirico_4_proteinas,27,"A,C,Cl,N,OA"
CHEMBL53286,fallo_empirico_4_proteinas,49,"A,C,HD,I,N,NA,OA,S"
CHEMBL53342,fallo_empirico_4_proteinas,21,"A,C,Cl,HD,NA,OA"
CHEMBL53365,tipo_invalido:Na,35,"C,HD,N,Na,OA,S"
CHEMBL53472,fallo_empirico_4_proteinas,25,"A,C,Cl,N,NA,OA"
CHEMBL53550,fallo_empirico_4_proteinas,33,"Br,C,N,OA,S"
CHEMBL53606,fallo_empirico_4_proteinas,34,"Br,C,N,OA"
CHEMBL53658,fallo_empirico_4_proteinas,22,"A,C,Cl,HD,N,NA,OA"
CHEMBL53659,fallo_empirico_4_proteinas,22,"A,C,Cl,HD,N,NA,OA"
CHEMBL53814,tipo_invalido:Na,36,"C,HD,N,Na,OA,S"
CHEMBL53826,fallo_empirico_4_proteinas,32,"Br,C,N,OA"
CHEMBL53853,fallo_empirico_4_proteinas,23,"A,C,Cl,HD,NA,OA"
CHEMBL53854,fallo_empirico_4_proteinas,38,"Br,C,N,OA"
CHEMBL53944,fallo_empirico_4_proteinas,33,"A,C,Cl,N,OA"
CHEMBL53953,fallo_empirico_4_proteinas,19,"A,C,I,N"
CHEMBL54074,fallo_empirico_4_proteinas,31,"Br,C,N,OA"
CHEMBL54089,fallo_empirico_4_proteinas,38,"A,C,HD,N,NA,OA"
CHEMBL54117,fallo_empirico_4_proteinas,22,"A,C,I,N"
CHEMBL54126,fallo_empirico_4_proteinas,17,"A,Br,C,N,NA,OA"
CHEMBL54134,fallo_empirico_4_proteinas,22,"A,C,Cl,HD,NA,OA"
CHEMBL54140,fallo_empirico_4_proteinas,16,"Br,C,HD,N,OA"
CHEMBL54151,fallo_empirico_4_proteinas,19,"A,C,Cl,HD,N,NA"
CHEMBL54188,fallo_empirico_4_proteinas,33,"A,Br,C,HD,N"
CHEMBL54199,fallo_empirico_4_proteinas,35,"A,Br,C,N,OA"
CHEMBL54225,fallo_empirico_4_proteinas,24,"A,C,I,N,NA"
CHEMBL54266,fallo_empirico_4_proteinas,39,"A,C,HD,NA,OA,S"
CHEMBL54282,tipo_invalido:Na,28,"C,HD,NA,Na,OA,S"
CHEMBL54286,tipo_invalido:Na,26,"C,Na,OA,P"
CHEMBL54287,tipo_invalido:Li,25,"C,Li,OA,P"
CHEMBL54297,fallo_empirico_4_proteinas,34,"C,Cl,HD,N,NA,OA"
CHEMBL54348,fallo_empirico_4_proteinas,47,"A,C,HD,N,NA,OA,S"
CHEMBL54404,tipo_invalido:Na,37,"C,HD,Na,OA"
CHEMBL54418,fallo_empirico_4_proteinas,15,"A,C,I,N"
CHEMBL54456,tipo_invalido:Na,34,"A,C,HD,NA,Na,OA,S"
CHEMBL54469,fallo_empirico_4_proteinas,21,"A,Br,C,P"
CHEMBL54504,tipo_invalido:Na,24,"A,C,HD,NA,Na,OA"
CHEMBL54513,tipo_invalido:Na,23,"C,HD,NA,Na,OA,S"
CHEMBL54517,fallo_empirico_4_proteinas,47,"A,C,HD,I,N,NA,OA,S"
CHEMBL54518,tipo_invalido:Na,29,"A,C,N,Na,OA"
CHEMBL54582,tipo_invalido:Na,31,"A,C,HD,N,Na,OA"
CHEMBL54589,tipo_invalido:Na,34,"C,HD,NA,Na,OA,S"
CHEMBL54741,fallo_empirico_4_proteinas,34,"A,C,HD,N,NA,OA,S"
CHEMBL54742,tipo_invalido:Na,26,"A,C,HD,NA,Na,OA"
CHEMBL54798,tipo_invalido:Na,24,"A,C,HD,NA,Na,OA"
CHEMBL54826,fallo_empirico_4_proteinas,40,"A,Br,C,N,NA"
CHEMBL54844,tipo_invalido:Na,26,"A,C,N,Na,OA"
CHEMBL54851,fallo_empirico_4_proteinas,27,"A,Br,C,N"
CHEMBL54880,tipo_invalido:Na,29,"A,C,Cl,HD,NA,Na,OA,S"
CHEMBL54954,fallo_empirico_4_proteinas,24,"A,C,I,N"
CHEMBL54962,tipo_invalido:Na,30,"A,C,N,Na,OA"
CHEMBL55006,fallo_empirico_4_proteinas,20,"A,C,I,N"
CHEMBL55011,fallo_empirico_4_proteinas,19,"A,C,HD,I,NA,OA"
CHEMBL55025,tipo_invalido:Na,43,"A,C,F,HD,N,NA,Na,OA,S"
CHEMBL550301,"tipo_invalido:CG,G0",55,"A,C,CG,G0,HD,N,NA,OA,S,SA"
CHEMBL550770,"tipo_invalido:CG,G0",35,"C,CG,G0,HD,OA"
CHEMBL550922,"tipo_invalido:CG,G0",43,"A,Br,C,CG,G0,HD,N,OA,SA"
CHEMBL550927,"tipo_invalido:CG,G0",27,"A,C,CG,G0,N,NA,OA"
CHEMBL550976,"tipo_invalido:CG,G0",34,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL55142,fallo_empirico_4_proteinas,37,"A,C,HD,N,OA,S"
CHEMBL55181,fallo_empirico_4_proteinas,26,"A,C,I,N"
CHEMBL55196,fallo_empirico_4_proteinas,54,"A,C,F,HD,N,NA,OA,S"
CHEMBL552082,"tipo_invalido:CG,G0",31,"A,C,CG,F,G0,NA,OA,S"
CHEMBL552101,"tipo_invalido:CG,G0",95,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL55211,fallo_empirico_4_proteinas,27,"A,C,I,N,NA"
CHEMBL552123,"tipo_invalido:CG,G0",29,"A,C,CG,Cl,G0,HD,OA"
CHEMBL552139,"tipo_invalido:CG,G0",29,"A,C,CG,G0,N,NA,OA"
CHEMBL552191,"tipo_invalido:CG,G0",35,"A,C,CG,Cl,F,G0,HD,N,OA"
CHEMBL55228,tipo_invalido:Na,30,"A,C,HD,NA,Na,OA,S"
CHEMBL552339,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL552345,"tipo_invalido:CG,G0",35,"C,CG,G0,HD,OA"
CHEMBL552764,"tipo_invalido:CG,G0",72,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL55288,tipo_invalido:Na,30,"A,C,HD,NA,Na,OA,S"
CHEMBL55289,tipo_invalido:Na,29,"A,C,HD,NA,Na,OA,S"
CHEMBL55297,fallo_empirico_4_proteinas,17,"A,C,I,N"
CHEMBL552993,"tipo_invalido:CG,G0",57,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL55300,tipo_invalido:Na,25,"C,Na,OA,P"
CHEMBL553388,"tipo_invalido:CG,G0",49,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL553625,"tipo_invalido:CG,G0",77,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL553661,"tipo_invalido:CG,G0",66,"A,C,CG,F,G0,HD,N,OA"
CHEMBL553662,"tipo_invalido:CG,G0",67,"A,C,CG,Cl,F,G0,HD,N,OA"
CHEMBL553672,"tipo_invalido:CG,G0",111,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL554028,"tipo_invalido:CG,G0",28,"A,C,CG,Cl,G0,HD,N,OA,S"
CHEMBL55404,tipo_invalido:Na,34,"C,HD,NA,Na,OA,S"
CHEMBL554308,"tipo_invalido:CG,G0",55,"A,C,CG,Cl,G0,NA,OA"
CHEMBL554312,"tipo_invalido:CG,G0,G1",56,"A,C,CG,G0,G1,HD,N,NA,OA"
CHEMBL554344,"tipo_invalido:CG,G0,G1",56,"C,CG,G0,G1,HD,NA,OA"
CHEMBL55455,fallo_empirico_4_proteinas,44,"C,Cl,HD,NA,OA"
CHEMBL554560,"tipo_invalido:CG,G0",65,"A,C,CG,F,G0,HD,N,OA"
CHEMBL554564,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,NA,OA,S"
CHEMBL554622,"tipo_invalido:CG,G0",65,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL554624,"tipo_invalido:CG,G0",99,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL55479,fallo_empirico_4_proteinas,22,"A,Br,C,N"
CHEMBL555064,tipo_invalido:B,15,"A,B,C,HD,OA"
CHEMBL555142,"tipo_invalido:CG,G0",68,"A,C,CG,F,G0,HD,N,OA"
CHEMBL555205,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL555224,"tipo_invalido:CG,G0",46,"C,CG,F,G0,HD,OA"
CHEMBL555262,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,OA"
CHEMBL555431,"tipo_invalido:CG,G0",71,"A,C,CG,G0,HD,N,OA,P,SA"
CHEMBL555455,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL555516,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,NA,OA,S"
CHEMBL555661,"tipo_invalido:CG,G0",64,"A,C,CG,G0,HD,N,OA"
CHEMBL555663,"tipo_invalido:CG,G0",77,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL555697,"tipo_invalido:CG,G0",69,"A,C,CG,F,G0,HD,N,OA"
CHEMBL555740,"tipo_invalido:CG,G0",122,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL555872,"tipo_invalido:CG,G0",39,"A,C,CG,F,G0,HD,OA,SA"
CHEMBL555874,"tipo_invalido:CG,G0",39,"C,CG,G0,HD,N,NA,OA,P"
CHEMBL555877,"tipo_invalido:CG,G0",39,"A,C,CG,G0,HD,N,OA"
CHEMBL55606,fallo_empirico_4_proteinas,25,"A,C,I,N,NA"
CHEMBL556064,"tipo_invalido:CG,G0",44,"A,C,CG,G0,OA"
CHEMBL556080,"tipo_invalido:CG,G0",21,"A,C,CG,G0,N,NA,OA"
CHEMBL556087,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL556102,"tipo_invalido:CG,G0",36,"C,CG,G0,HD,OA"
CHEMBL556155,"tipo_invalido:CG,G0,G1",68,"A,C,CG,G0,G1,HD,N,OA"
CHEMBL556156,"tipo_invalido:CG,G0,G1",63,"A,C,CG,G0,G1,HD,N,OA,S"
CHEMBL556318,"tipo_invalido:CG,G0",54,"A,C,CG,G0,HD,N,OA,S"
CHEMBL55649,fallo_empirico_4_proteinas,35,"A,C,HD,N,OA,S"
CHEMBL55667,tipo_invalido:Na,24,"C,Na,OA,P"
CHEMBL556896,"tipo_invalido:CG,G0",37,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL556900,"tipo_invalido:CG,G0",28,"A,C,CG,Cl,G0,HD,N,OA,SA"
CHEMBL556911,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL556948,"tipo_invalido:CG,G0,G1",57,"C,CG,G0,G1,HD,OA"
CHEMBL556949,fallo_empirico_4_proteinas,139,"A,C,HD,N,NA,OA,SA"
CHEMBL556990,"tipo_invalido:CG,G0",55,"A,C,CG,G0,NA,OA"
CHEMBL557011,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,NA,OA,S,SA"
CHEMBL557043,"tipo_invalido:CG,G0",40,"C,CG,G0,HD,OA"
CHEMBL557101,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,OA"
CHEMBL557207,"tipo_invalido:CG,G0",25,"A,C,CG,Cl,G0,HD,N,OA,SA"
CHEMBL557212,"tipo_invalido:CG,G0",27,"C,CG,G0,HD,OA"
CHEMBL557256,"tipo_invalido:CG,G0",30,"A,C,CG,G0,N,OA"
CHEMBL557260,"tipo_invalido:CG,G0",24,"C,CG,G0,OA"
CHEMBL557300,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL557309,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,OA"
CHEMBL557310,"tipo_invalido:CG,G0",20,"A,Br,C,CG,G0,N,NA,OA"
CHEMBL557318,"tipo_invalido:CG,G0",23,"A,C,CG,G0,HD,N,OA,S"
CHEMBL557326,"tipo_invalido:CG,G0",37,"A,Br,C,CG,Cl,G0,HD,N,NA"
CHEMBL557332,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,OA,P,SA"
CHEMBL557348,fallo_empirico_4_proteinas,103,"A,C,HD,N,NA,OA"
CHEMBL557441,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,OA"
CHEMBL557444,"tipo_invalido:CG,G0",36,"A,C,CG,Cl,G0,HD,OA,SA"
CHEMBL557453,"tipo_invalido:CG,G0",25,"A,C,CG,G0,NA,OA,S"
CHEMBL557454,"tipo_invalido:CG,G0",26,"A,C,CG,G0,NA,OA,S"
CHEMBL557491,"tipo_invalido:CG,G0",33,"A,Br,C,CG,G0,HD,I,N,NA,OA"
CHEMBL557495,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,OA"
CHEMBL557504,"tipo_invalido:CG,G0",26,"A,C,CG,Cl,F,G0,HD,N,OA,SA"
CHEMBL557508,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL557511,"tipo_invalido:CG,G0",30,"A,C,CG,Cl,G0,HD,OA"
CHEMBL557513,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL557529,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,NA,OA,P"
CHEMBL557551,"tipo_invalido:CG,G0",76,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL557552,"tipo_invalido:CG,G0,G1",65,"A,C,CG,G0,G1,HD,N,OA"
CHEMBL557559,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL557707,"tipo_invalido:CG,G0",36,"A,C,CG,F,G0,HD,N,OA,SA"
CHEMBL557744,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,OA,S"
CHEMBL557750,"tipo_invalido:CG,G0",50,"A,C,CG,G0,HD,OA"
CHEMBL557766,"tipo_invalido:CG,G0",69,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL557810,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,OA"
CHEMBL557826,"tipo_invalido:CG,G0",24,"C,CG,G0,HD,OA"
CHEMBL557846,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,OA"
CHEMBL557849,"tipo_invalido:CG,G0",38,"A,C,CG,G0,N,OA"
CHEMBL557919,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL557922,"tipo_invalido:CG,G0",36,"A,C,CG,Cl,G0,OA"
CHEMBL557931,"tipo_invalido:CG,G0",60,"C,CG,G0,HD,N,NA,OA"
CHEMBL557948,"tipo_invalido:CG,G0",44,"A,C,CG,F,G0,HD,N,OA"
CHEMBL55795,fallo_empirico_4_proteinas,16,"A,C,I,N"
CHEMBL557957,"tipo_invalido:CG,G0,G1",73,"A,C,CG,G0,G1,HD,N,OA"
CHEMBL558006,"tipo_invalido:CG,G0",30,"A,C,CG,G0,N,NA,OA,SA"
CHEMBL558032,"tipo_invalido:CG,G0",25,"A,C,CG,F,G0,HD,N,OA,SA"
CHEMBL558046,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL558047,"tipo_invalido:CG,G0",27,"A,C,CG,G0,HD,NA,OA,SA"
CHEMBL558049,"tipo_invalido:CG,G0",46,"C,CG,F,G0,HD,OA"
CHEMBL558053,"tipo_invalido:CG,G0",36,"A,C,CG,Cl,G0,HD,OA,SA"
CHEMBL558078,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL558115,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,OA"
CHEMBL558129,"tipo_invalido:CG,G0",42,"C,CG,G0,HD,OA"
CHEMBL558154,"tipo_invalido:CG,G0,G1",59,"A,C,CG,G0,G1,HD,N,OA"
CHEMBL558158,"tipo_invalido:CG,G0,G1",59,"C,CG,G0,G1,HD,OA"
CHEMBL558161,"tipo_invalido:CG,G0",104,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL55818,tipo_invalido:Na,35,"A,C,NA,Na,OA,S"
CHEMBL558241,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,OA"
CHEMBL558245,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL558251,"tipo_invalido:CG,G0",39,"A,C,CG,G0,HD,OA"
CHEMBL558265,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,OA"
CHEMBL558273,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL558330,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL558355,"tipo_invalido:CG,G0",79,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL558356,"tipo_invalido:CG,G0,G1",62,"A,C,CG,G0,G1,HD,N,OA"
CHEMBL558358,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,OA"
CHEMBL558360,"tipo_invalido:CG,G0",70,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL558403,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL558426,"tipo_invalido:CG,G0",25,"A,C,CG,Cl,G0,HD,N,OA,SA"
CHEMBL558465,"tipo_invalido:CG,G0",32,"A,C,CG,G0,N,NA,OA"
CHEMBL558471,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL558487,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,OA"
CHEMBL558511,"tipo_invalido:CG,G0",75,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL558538,"tipo_invalido:CG,G0",122,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL558554,"tipo_invalido:CG,G0",92,"A,C,CG,G0,HD,N,OA"
CHEMBL558600,fallo_empirico_4_proteinas,130,"A,C,HD,N,NA,OA,SA"
CHEMBL558626,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,NA,OA,S,SA"
CHEMBL558631,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,NA,OA,S,SA"
CHEMBL558632,"tipo_invalido:CG,G0",27,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL558633,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,OA"
CHEMBL558634,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,OA"
CHEMBL558672,"tipo_invalido:CG,G0",35,"C,CG,G0,HD,NA,OA"
CHEMBL558679,"tipo_invalido:CG,G0",36,"A,C,CG,G0,NA,OA"
CHEMBL558740,"tipo_invalido:CG,G0",89,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL558755,"tipo_invalido:CG,G0",61,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL558758,"tipo_invalido:CG,G0,G1",66,"A,C,CG,G0,G1,HD,N,OA,SA"
CHEMBL558829,"tipo_invalido:CG,G0",45,"A,C,CG,G0,HD,N,NA,OA,S,SA"
CHEMBL558841,"tipo_invalido:CG,G0",27,"A,C,CG,G0,HD,OA"
CHEMBL558844,"tipo_invalido:CG,G0,G1",60,"A,C,CG,G0,G1,HD,N,OA"
CHEMBL558873,tipo_invalido:Si,29,"A,C,HD,NA,OA,Si"
CHEMBL558929,"tipo_invalido:CG,G0",31,"A,C,CG,F,G0,NA,OA,S"
CHEMBL558935,"tipo_invalido:CG,G0",104,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL558941,"tipo_invalido:CG,G0",56,"A,C,CG,Cl,G0,NA,OA"
CHEMBL558949,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,OA"
CHEMBL558950,"tipo_invalido:CG,G0",99,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL558991,"tipo_invalido:CG,G0",63,"A,C,CG,G0,HD,N,OA,P,SA"
CHEMBL559002,"tipo_invalido:CG,G0",26,"A,C,CG,Cl,G0,NA,OA,S"
CHEMBL559025,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,NA,OA,S,SA"
CHEMBL559030,"tipo_invalido:CG,G0",25,"C,CG,G0,HD,OA"
CHEMBL559043,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL55906,tipo_invalido:Na,29,"A,C,HD,N,NA,Na,OA,P"
CHEMBL559093,"tipo_invalido:CG,G0",32,"A,C,CG,Cl,F,G0,HD,N,OA"
CHEMBL559142,"tipo_invalido:CG,G0",64,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL559148,"tipo_invalido:CG,G0,G1",52,"A,C,CG,G0,G1,HD,N,NA,OA"
CHEMBL559150,"tipo_invalido:CG,G0",110,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL55921,fallo_empirico_4_proteinas,35,"C,F,HD,N,NA,OA"
CHEMBL559272,"tipo_invalido:CG,G0",38,"C,CG,G0,HD,N,NA,OA"
CHEMBL559289,tipo_invalido:B,13,"A,B,C,HD,OA"
CHEMBL559296,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL559302,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,OA"
CHEMBL559333,"tipo_invalido:CG,G0,G1",63,"A,C,CG,G0,G1,HD,N,OA"
CHEMBL559345,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL559354,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,OA"
CHEMBL559372,fallo_empirico_4_proteinas,111,"A,C,Cl,HD,N,NA,OA"
CHEMBL559411,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,OA,S"
CHEMBL559412,"tipo_invalido:CG,G0",35,"A,C,CG,F,G0,N,NA,OA"
CHEMBL559431,"tipo_invalido:CG,G0",35,"C,CG,G0,HD,NA,OA"
CHEMBL559444,"tipo_invalido:CG,G0",32,"C,CG,G0,HD,OA"
CHEMBL559452,"tipo_invalido:CG,G0",22,"C,CG,G0,HD,OA"
CHEMBL559469,"tipo_invalido:CG,G0",26,"A,C,CG,Cl,G0,HD,N,OA,SA"
CHEMBL559487,"tipo_invalido:CG,G0",22,"A,C,CG,G0,HD,N,OA,S"
CHEMBL559569,"tipo_invalido:CG,G0",31,"A,C,CG,Cl,G0,HD,NA,OA"
CHEMBL559598,"tipo_invalido:CG,G0",21,"A,Br,C,CG,G0,NA,OA,S"
CHEMBL559599,"tipo_invalido:CG,G0",21,"A,C,CG,F,G0,N,NA,OA"
CHEMBL559615,"tipo_invalido:CG,G0",16,"C,CG,G0,HD,N,OA"
CHEMBL559625,"tipo_invalido:CG,G0",36,"C,CG,G0,HD,NA,OA"
CHEMBL559640,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL559665,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL559686,"tipo_invalido:CG,G0",35,"C,CG,G0,HD,OA"
CHEMBL559732,"tipo_invalido:CG,G0",32,"A,C,CG,Cl,G0,HD,OA"
CHEMBL559736,"tipo_invalido:CG,G0",35,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL559751,"tipo_invalido:CG,G0",27,"C,CG,G0,HD,OA"
CHEMBL559779,"tipo_invalido:CG,G0",27,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL559785,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL559787,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,OA"
CHEMBL559796,"tipo_invalido:CG,G0",35,"A,C,CG,G0,OA"
CHEMBL559833,"tipo_invalido:CG,G0",31,"A,C,CG,G0,OA"
CHEMBL559846,"tipo_invalido:CG,G0",26,"C,CG,G0,OA"
CHEMBL559859,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,OA"
CHEMBL559860,"tipo_invalido:CG,G0",34,"A,C,CG,Cl,F,G0,HD,N,OA"
CHEMBL559873,"tipo_invalido:CG,G0",27,"A,C,CG,Cl,G0,N,NA,OA,S"
CHEMBL559881,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,N,OA,S"
CHEMBL559964,"tipo_invalido:CG,G0",37,"A,C,CG,G0,NA,OA"
CHEMBL559967,"tipo_invalido:CG,G0",31,"A,C,CG,G0,N,NA,OA"
CHEMBL560001,"tipo_invalido:CG,G0",28,"A,C,CG,G0,NA,OA,S"
CHEMBL560011,"tipo_invalido:CG,G0",38,"A,C,CG,Cl,G0,OA"
CHEMBL560028,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,OA"
CHEMBL560061,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL560064,"tipo_invalido:CG,G0",43,"A,C,CG,G0,HD,N,OA"
CHEMBL560066,"tipo_invalido:CG,G0",37,"A,C,CG,Cl,G0,HD,NA,OA"
CHEMBL560069,"tipo_invalido:CG,G0",20,"A,C,CG,G0,N,NA,OA,S"
CHEMBL560075,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL560080,"tipo_invalido:CG,G0",24,"C,CG,G0,HD,N,NA,OA"
CHEMBL560149,"tipo_invalido:CG,G0",31,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL560151,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,N,OA,S"
CHEMBL560157,"tipo_invalido:CG,G0",28,"C,CG,G0,HD,OA"
CHEMBL560159,"tipo_invalido:CG,G0",30,"A,C,CG,F,G0,HD,N,NA,OA,SA"
CHEMBL560162,"tipo_invalido:CG,G0",20,"C,CG,G0,OA"
CHEMBL560163,"tipo_invalido:CG,G0",38,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL560225,"tipo_invalido:CG,G0",24,"C,CG,G0,OA"
CHEMBL560245,"tipo_invalido:CG,G0",31,"A,C,CG,Cl,G0,HD,N,NA"
CHEMBL560255,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,NA,OA"
