ligand,tanda,aff_vieja,aff_nueva,error
CHEMBL55665,z010,-6.300,-6.134,
CHEMBL57887,z010,-6.300,-5.933,
CHEMBL57893,z010,-6.300,-4.157,
CHEMBL57913,z010,-6.300,-6.141,
CHEMBL57946,z010,-6.300,-6.045,
CHEMBL58786,z010,-6.300,-6.458,
CHEMBL58915,z010,-6.300,-6.553,
CHEMBL58940,z010,-6.300,-5.563,
CHEMBL59545,z010,-6.300,-5.738,
CHEMBL57208,z010,-6.300,-6.246,
CHEMBL57296,z010,-6.300,-5.911,
CHEMBL57483,z010,-6.300,-6.620,
CHEMBL57559,z010,-6.300,-6.786,
CHEMBL57962,z010,-6.300,-6.168,
CHEMBL58106,z010,-6.300,-6.723,
CHEMBL58140,z010,-6.300,-6.609,
CHEMBL58296,z010,-6.300,-5.901,
CHEMBL56980,z010,-6.300,-7.572,
CHEMBL57095,z010,-6.300,-6.164,
CHEMBL57172,z010,-6.300,-6.312,
CHEMBL57186,z010,-6.300,-5.989,
CHEMBL57710,z010,-6.300,-6.874,
CHEMBL57717,z010,-6.300,-6.115,
CHEMBL57730,z010,-6.300,-6.187,
CHEMBL57781,z010,-6.300,-5.960,
CHEMBL84700,z010,-6.300,-6.940,
CHEMBL55788,z010,-6.300,-6.171,
CHEMBL56093,z010,-6.300,-6.096,
CHEMBL56701,z010,-6.300,-7.197,
CHEMBL56979,z010,-6.300,-7.368,
CHEMBL58339,z010,-6.300,-6.977,
CHEMBL58443,z010,-6.300,-5.228,
CHEMBL58575,z010,-6.300,-6.622,
CHEMBL58701,z010,-6.300,-5.228,
